OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
Adoption,Cat,Spayed Female,9.0,Domestic Longhair Mix,Black/White
Adoption,Cat,Intact Female,4.5,Domestic Shorthair Mix,Orange Tabby
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Blue/White
Adoption,Dog,Neutered Male,624.0,Labrador Retriever Mix,other
Adoption,Dog,Spayed Female,9.0,other,other
Adoption,Cat,Spayed Female,520.0,Domestic Shorthair Mix,Brown Tabby
Euthanasia,Dog,Neutered Male,49.5,other,other
Transfer,Cat,Intact Male,22.5,Siamese Mix,Seal Point
Return_to_owner,Cat,Neutered Male,52.0,Domestic Shorthair Mix,Blue/White
Adoption,Cat,Neutered Male,13.5,Domestic Shorthair Mix,Blue/White
Adoption,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Neutered Male,156.0,other,White
Transfer,Cat,Spayed Female,52.0,Domestic Shorthair Mix,White/Blue
Adoption,Cat,Spayed Female,104.0,Domestic Shorthair Mix,White
Adoption,Cat,Neutered Male,52.0,Domestic Shorthair Mix,Black
Return_to_owner,Dog,Neutered Male,13.5,other,other
Adoption,Cat,Spayed Female,104.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Dog,Intact Female,52.0,Chihuahua Longhair Mix,Tricolor
Return_to_owner,Cat,Spayed Female,104.0,Domestic Shorthair Mix,Torbie
Return_to_owner,Dog,Neutered Male,260.0,other,Tan/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Tortie
Adoption,Cat,Neutered Male,9.0,Domestic Longhair Mix,Blue
Adoption,Dog,Neutered Male,104.0,German Shepherd Mix,Black/Brown
Adoption,Dog,Neutered Male,104.0,Chihuahua Shorthair Mix,Black
Return_to_owner,Dog,Spayed Female,52.0,other,White/Black
Transfer,Cat,Intact Female,52.0,Siamese Mix,Lynx Point
Adoption,Dog,Spayed Female,312.0,other,other
Adoption,Dog,Spayed Female,52.0,other,White/Brown
Transfer,Cat,Spayed Female,31.5,Domestic Shorthair Mix,White/Black
Transfer,Dog,Intact Female,104.0,Labrador Retriever Mix,Brown/White
Transfer,Dog,Neutered Male,364.0,other,Brown/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Black/White
Adoption,Cat,Spayed Female,156.0,other,other
Adoption,Dog,Neutered Male,9.0,other,Black/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Calico
Adoption,Dog,Spayed Female,208.0,other,Black
Adoption,Dog,Neutered Male,45.0,other,Black/Tan
Transfer,Dog,Spayed Female,260.0,Dachshund Mix,Tan/White
Adoption,Dog,Neutered Male,4.5,Chihuahua Shorthair Mix,other
Transfer,Cat,Intact Female,1.0,Domestic Shorthair Mix,other
Adoption,Dog,Spayed Female,36.0,other,Black
Adoption,Dog,Neutered Male,45.0,German Shepherd Mix,White/Brown
Euthanasia,Dog,Intact Male,208.0,Chihuahua Shorthair Mix,White/Black
Transfer,Cat,Intact Male,22.5,Domestic Shorthair Mix,Black
Euthanasia,Dog,Intact Male,4.5,Yorkshire Terrier Mix,other
Adoption,Dog,Neutered Male,104.0,Pit Bull Mix,Black/White
Transfer,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Orange Tabby
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,Black
Transfer,Dog,Neutered Male,520.0,Labrador Retriever Mix,Black
Return_to_owner,Dog,Neutered Male,104.0,other,Black/Brown
Died,Cat,Intact Male,4.5,Domestic Shorthair Mix,Black
Adoption,Dog,Spayed Female,9.0,Jack Russell Terrier Mix,Tricolor
Transfer,Cat,Intact Female,52.0,Domestic Shorthair Mix,Torbie
Adoption,Cat,Neutered Male,156.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Cat,Intact Male,4.0,Domestic Shorthair Mix,Black/White
Adoption,Dog,Spayed Female,52.0,Pit Bull Mix,Blue/White
Return_to_owner,Dog,Intact Male,260.0,other,Brown/Black
Adoption,Dog,Neutered Male,27.0,other,other
Return_to_owner,Dog,Spayed Female,676.0,other,White
Return_to_owner,Dog,Spayed Female,156.0,Border Collie Mix,Black
Return_to_owner,Dog,Intact Male,104.0,other,White/Brown
Transfer,Dog,Neutered Male,520.0,Dachshund Mix,Red
Euthanasia,Cat,Intact Male,4.5,Domestic Shorthair Mix,Black
Transfer,Cat,Intact Female,4.5,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Neutered Male,312.0,German Shepherd Mix,Black/Tan
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Blue Tabby/White
Transfer,Cat,Intact Male,104.0,Domestic Shorthair Mix,Black
Transfer,Dog,Spayed Female,104.0,other,other
Transfer,Dog,Intact Male,9.0,other,Brown
Adoption,Cat,Spayed Female,676.0,Domestic Shorthair Mix,Calico
Adoption,Cat,Neutered Male,520.0,other,Blue
Transfer,Cat,Intact Male,52.0,Domestic Shorthair Mix,Orange Tabby
Adoption,Dog,Neutered Male,260.0,other,other
Adoption,Cat,Neutered Male,13.5,Domestic Shorthair Mix,Orange Tabby/White
Adoption,Dog,Neutered Male,156.0,other,Buff
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair,Brown Tabby
Transfer,Dog,Spayed Female,104.0,Miniature Schnauzer Mix,White/Black
Euthanasia,Dog,Intact Male,4.5,Pit Bull Mix,White/Brown
Adoption,Cat,Spayed Female,52.0,other,Blue Tabby/White
Adoption,Cat,Neutered Male,45.0,Domestic Medium Hair Mix,Orange Tabby
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Intact Female,52.0,other,Cream
Transfer,Dog,Neutered Male,416.0,Beagle Mix,Tan/White
Return_to_owner,Dog,Neutered Male,104.0,other,White
Adoption,Dog,Spayed Female,208.0,Pit Bull Mix,Black/White
Transfer,Cat,Intact Male,13.5,Domestic Shorthair Mix,Black
Adoption,Cat,Spayed Female,156.0,Domestic Shorthair Mix,Tortie
Transfer,Dog,Spayed Female,104.0,German Shepherd Mix,Black/Tan
Transfer,Cat,Intact Male,104.0,Domestic Shorthair Mix,Black/White
Transfer,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Black/White
Adoption,Cat,Intact Female,4.5,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Cat,Neutered Male,18.0,other,Blue
Transfer,Dog,Spayed Female,104.0,Pit Bull Mix,Tan
Adoption,Dog,Neutered Male,104.0,Pit Bull Mix,Chocolate/White
Transfer,Dog,Intact Male,4.0,Chihuahua Shorthair Mix,Sable
Adoption,Cat,Neutered Male,27.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Spayed Female,104.0,Pit Bull Mix,Brown/White
Transfer,Dog,Spayed Female,104.0,Dachshund Mix,Black/Brown
Transfer,Dog,Neutered Male,45.0,other,other
Return_to_owner,Dog,Neutered Male,468.0,Jack Russell Terrier Mix,White/Black
Transfer,Cat,Neutered Male,49.5,Domestic Shorthair Mix,Black
Return_to_owner,Dog,Spayed Female,156.0,Labrador Retriever Mix,Blue/White
Return_to_owner,Dog,Neutered Male,52.0,Rottweiler Mix,Black/Brown
Adoption,Dog,Spayed Female,52.0,Chihuahua Shorthair Mix,Red
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,White
Return_to_owner,Dog,Intact Male,156.0,other,Black/Brown
Transfer,Cat,Intact Male,2.0,Domestic Shorthair Mix,other
Transfer,Cat,Intact Female,4.5,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Dog,Spayed Female,4.5,Dachshund Mix,other
Adoption,Dog,Spayed Female,104.0,other,Cream
Return_to_owner,Dog,Neutered Male,208.0,Boxer Mix,Brown/Black
Transfer,Cat,Intact Female,36.0,Domestic Shorthair Mix,Black/White
Adoption,Cat,Spayed Female,13.5,Domestic Shorthair Mix,Calico
Transfer,Dog,Spayed Female,52.0,Pit Bull Mix,Tan/White
Transfer,Dog,Intact Female,9.0,Labrador Retriever Mix,other
Adoption,Dog,Neutered Male,156.0,other,Black/Tan
Adoption,Dog,Spayed Female,52.0,other,White
Adoption,Dog,Neutered Male,260.0,Labrador Retriever Mix,Black
Return_to_owner,Dog,Neutered Male,156.0,Labrador Retriever Mix,Chocolate
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Dog,Intact Female,9.0,Australian Cattle Dog Mix,Black/White
Adoption,Cat,Neutered Male,13.5,Domestic Shorthair Mix,White/Black
Transfer,Dog,Spayed Female,52.0,German Shepherd Mix,Red
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Black
Adoption,Cat,Neutered Male,9.0,Domestic Longhair Mix,Orange Tabby/White
Return_to_owner,Dog,Intact Male,40.5,other,Black/White
Adoption,Dog,Spayed Female,104.0,Australian Shepherd Mix,other
Transfer,Cat,Intact Male,0.42857142857142855,Domestic Shorthair Mix,other
Transfer,Dog,Intact Female,104.0,Chihuahua Shorthair Mix,other
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,White/Black
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Orange Tabby/White
Adoption,Dog,Neutered Male,260.0,other,Black
Transfer,Dog,Intact Female,9.0,Chihuahua Shorthair Mix,Brown/White
Adoption,Dog,Spayed Female,22.5,other,Sable
Return_to_owner,Dog,Spayed Female,364.0,Labrador Retriever Mix,Buff
Adoption,Dog,Spayed Female,18.0,Pit Bull Mix,White/Brown
Adoption,Dog,Neutered Male,9.0,Labrador Retriever Mix,Black/White
Return_to_owner,Dog,Neutered Male,52.0,other,White
Adoption,Dog,Neutered Male,9.0,Chihuahua Shorthair Mix,Cream
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,other
Adoption,Cat,Spayed Female,22.5,Domestic Shorthair Mix,Orange Tabby/White
Return_to_owner,Dog,Neutered Male,104.0,Pit Bull Mix,White/Black
Adoption,Cat,Spayed Female,13.5,Domestic Longhair Mix,Tortie
Return_to_owner,Dog,Neutered Male,416.0,other,Black/Brown
Adoption,Dog,Spayed Female,9.0,other,Brown/White
Return_to_owner,Dog,Spayed Female,624.0,Labrador Retriever Mix,Chocolate
Adoption,Cat,Neutered Male,156.0,Domestic Shorthair Mix,Orange Tabby
Adoption,Dog,Spayed Female,27.0,Labrador Retriever Mix,White/Brown
Transfer,Cat,Intact Male,104.0,Domestic Shorthair Mix,Blue
Transfer,Dog,Intact Male,2.0,Labrador Retriever Mix,other
Adoption,Dog,Intact Male,22.5,Catahoula Mix,other
Return_to_owner,Dog,Spayed Female,312.0,Chihuahua Shorthair Mix,Brown/White
Adoption,Dog,Spayed Female,52.0,other,Black/White
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Cat,Spayed Female,104.0,Domestic Shorthair Mix,Orange Tabby
Died,Cat,Intact Male,2.0,Domestic Shorthair Mix,Brown Tabby/White
Return_to_owner,Dog,Neutered Male,40.5,Labrador Retriever Mix,Black/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Black
Adoption,Dog,Neutered Male,45.0,Pit Bull Mix,Brown/White
Adoption,Dog,Spayed Female,52.0,Catahoula Mix,White/Tan
Return_to_owner,Dog,Intact Female,364.0,other,Black/Tan
Transfer,Cat,Intact Female,3.0,Domestic Shorthair Mix,Tortie
Adoption,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,White
Euthanasia,Cat,Intact Male,104.0,Domestic Shorthair Mix,other
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Dog,Neutered Male,156.0,other,Black
Adoption,Dog,Neutered Male,364.0,Chihuahua Shorthair Mix,White
Euthanasia,Dog,Intact Male,104.0,Pit Bull Mix,Blue/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Black/White
Euthanasia,Dog,Spayed Female,104.0,German Shepherd Mix,other
Adoption,Dog,Neutered Male,104.0,Chihuahua Shorthair Mix,Brown/White
Adoption,Cat,Spayed Female,260.0,Domestic Longhair Mix,Blue/White
Transfer,Cat,Intact Female,4.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Neutered Male,52.0,other,Tricolor
Transfer,Cat,Intact Male,2.0,Domestic Shorthair Mix,Brown Tabby
Euthanasia,Dog,Intact Male,104.0,Rottweiler Mix,Black/Brown
Euthanasia,Dog,Spayed Female,416.0,other,other
Adoption,Dog,Neutered Male,260.0,other,Cream
Return_to_owner,Dog,Neutered Male,156.0,other,Cream
Adoption,Dog,Spayed Female,208.0,other,Tricolor
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,other
Transfer,Cat,Intact Female,4.5,Domestic Medium Hair Mix,other
Return_to_owner,Dog,Spayed Female,728.0,Boxer Mix,Brown
Transfer,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Torbie
Return_to_owner,Dog,Intact Female,208.0,Chihuahua Shorthair Mix,Tan
Adoption,Dog,Neutered Male,208.0,Dachshund Mix,Black/White
Adoption,Dog,Neutered Male,9.0,Pit Bull Mix,Blue/White
Euthanasia,Cat,Intact Female,4.5,Domestic Shorthair Mix,Tortie
Transfer,Cat,Intact Male,22.5,Domestic Shorthair Mix,Orange Tabby/White
Return_to_owner,Dog,Spayed Female,416.0,other,Brown/White
Transfer,Cat,Intact Female,2.0,Domestic Shorthair Mix,other
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Tortie
Transfer,Dog,Intact Male,4.5,Labrador Retriever Mix,Black
Euthanasia,Dog,Intact Male,104.0,Pit Bull Mix,Brown
Adoption,Cat,Neutered Male,104.0,Domestic Medium Hair Mix,Brown Tabby
Euthanasia,Cat,Intact Male,4.5,Domestic Shorthair Mix,other
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Orange Tabby/White
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black/White
Return_to_owner,Dog,Spayed Female,468.0,Catahoula Mix,other
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Black/White
Adoption,Cat,Neutered Male,18.0,Domestic Shorthair Mix,Cream Tabby
Adoption,Dog,Spayed Female,4.5,other,Black/White
Transfer,Cat,Intact Female,4.5,Domestic Shorthair Mix,Torbie
Return_to_owner,Dog,Neutered Male,260.0,Pit Bull Mix,Brown Brindle
Transfer,Cat,Intact Male,260.0,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Dog,Neutered Male,52.0,Australian Shepherd Mix,Chocolate/White
Adoption,Cat,Intact Male,13.5,Domestic Shorthair Mix,Black/White
Transfer,Dog,Intact Female,0.8571428571428571,Rat Terrier Mix,White
Euthanasia,Dog,Neutered Male,156.0,Pit Bull Mix,White
Transfer,Dog,Intact Female,9.0,other,Chocolate/White
Adoption,Cat,Spayed Female,468.0,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Cat,Intact Female,9.0,Domestic Shorthair Mix,Blue Tabby
Adoption,Dog,Neutered Male,31.5,Labrador Retriever Mix,Black
Transfer,Cat,Intact Male,0.42857142857142855,Domestic Shorthair Mix,Blue
Euthanasia,Dog,Neutered Male,208.0,Pit Bull Mix,Brown
Return_to_owner,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,Brown
Transfer,Dog,Intact Female,52.0,Chihuahua Shorthair Mix,Black/Tan
Return_to_owner,Dog,Neutered Male,208.0,other,Black/White
Adoption,Cat,Intact Male,22.5,other,Brown Tabby/White
Adoption,Dog,Neutered Male,416.0,German Shepherd Mix,Brown
Transfer,Dog,Intact Female,40.5,other,Black/White
Transfer,Cat,Intact Male,9.0,Domestic Shorthair Mix,Black
Return_to_owner,Cat,Spayed Female,468.0,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Cat,Neutered Male,45.0,Domestic Medium Hair Mix,Orange Tabby/White
Return_to_owner,Dog,Neutered Male,156.0,Labrador Retriever Mix,Black/White
Adoption,Dog,Neutered Male,9.0,other,Brown/White
Transfer,Cat,Intact Male,0.8571428571428571,Domestic Shorthair Mix,Orange Tabby
Adoption,Dog,Spayed Female,52.0,Australian Cattle Dog Mix,Black/White
Adoption,Cat,Intact Female,4.5,Domestic Shorthair Mix,Black
Euthanasia,Dog,Neutered Male,104.0,Pit Bull Mix,other
Euthanasia,Dog,Intact Male,4.5,Chihuahua Shorthair Mix,Brown
Adoption,Dog,Spayed Female,104.0,other,Tricolor
Transfer,Cat,Intact Male,13.5,Domestic Shorthair Mix,Black
Adoption,Cat,Spayed Female,52.0,Domestic Shorthair Mix,White
Transfer,Cat,Intact Male,2.0,Domestic Shorthair,Blue
Adoption,Dog,Spayed Female,104.0,other,White
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Blue/White
Adoption,Dog,Neutered Male,9.0,other,other
Adoption,Cat,Neutered Male,9.0,Domestic Medium Hair Mix,Blue Tabby/White
Adoption,Cat,Spayed Female,9.0,Domestic Shorthair Mix,Tortie
Adoption,Dog,Neutered Male,104.0,Siberian Husky Mix,Black/White
Transfer,Cat,Intact Female,3.0,Domestic Shorthair Mix,Black/White
Transfer,Dog,Intact Male,312.0,other,Brown/White
Return_to_owner,Dog,Neutered Male,520.0,other,White/Black
Transfer,Dog,Intact Male,18.0,Border Collie Mix,White/Black
Adoption,Dog,Spayed Female,18.0,Pit Bull Mix,Chocolate/White
Adoption,Cat,Spayed Female,27.0,Domestic Shorthair Mix,other
Adoption,Dog,Spayed Female,22.5,Chihuahua Shorthair Mix,Black/Tan
Transfer,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,Buff
Adoption,Dog,Spayed Female,104.0,Australian Cattle Dog Mix,White/Black
Adoption,Cat,Intact Female,4.5,Domestic Shorthair Mix,other
Transfer,Cat,Intact Female,2.0,Domestic Shorthair Mix,Brown Tabby
Adoption,Dog,Neutered Male,49.5,Chihuahua Shorthair Mix,Brown
Adoption,Cat,Neutered Male,4.5,Siamese Mix,other
Transfer,Dog,Spayed Female,468.0,Dachshund Mix,Red
Transfer,Cat,Intact Female,4.5,Domestic Longhair Mix,other
Transfer,Dog,Neutered Male,312.0,Chihuahua Shorthair Mix,Tan
Transfer,Cat,Intact Female,18.0,Domestic Shorthair Mix,other
Adoption,Cat,Spayed Female,18.0,Domestic Shorthair Mix,Calico
Adoption,Dog,Neutered Male,36.0,Chihuahua Longhair Mix,Tan
Adoption,Dog,Spayed Female,104.0,Pit Bull Mix,White/Brown Brindle
Euthanasia,Cat,Intact Female,624.0,Domestic Medium Hair Mix,Black
Transfer,Cat,Intact Male,2.0,Domestic Shorthair Mix,Brown Tabby/White
Return_to_owner,Dog,Spayed Female,312.0,other,Yellow
Adoption,Dog,Spayed Female,18.0,other,Brown
Adoption,Dog,Spayed Female,104.0,Labrador Retriever Mix,Black/White
Transfer,Cat,Intact Female,52.0,Domestic Shorthair Mix,Black
Adoption,Cat,Neutered Male,31.5,Domestic Shorthair Mix,Orange Tabby
Adoption,Dog,Spayed Female,52.0,Chihuahua Shorthair Mix,Tan/White
Adoption,Dog,Neutered Male,364.0,Pit Bull Mix,Brown/White
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black/White
Adoption,Dog,Spayed Female,18.0,Miniature Schnauzer Mix,Black/White
Return_to_owner,Dog,Intact Male,728.0,Chihuahua Shorthair Mix,Black/Tan
Return_to_owner,Dog,Spayed Female,468.0,other,Tan/White
Adoption,Cat,Spayed Female,520.0,Domestic Shorthair Mix,Torbie
Return_to_owner,Cat,Spayed Female,40.5,Domestic Shorthair Mix,Torbie
Adoption,Cat,Spayed Female,156.0,Domestic Shorthair Mix,Brown Tabby/White
Return_to_owner,Dog,Spayed Female,416.0,American Bulldog Mix,White/Black
Adoption,Cat,Neutered Male,27.0,Domestic Shorthair Mix,Orange Tabby/White
Return_to_owner,Dog,Intact Male,156.0,Boxer Mix,Black
Euthanasia,Dog,Neutered Male,156.0,Border Collie Mix,Black/White
Adoption,Dog,Spayed Female,22.5,other,Black/White
Euthanasia,Cat,Spayed Female,416.0,Domestic Longhair Mix,other
Transfer,Cat,Intact Female,22.5,Domestic Medium Hair Mix,Black/White
Adoption,Dog,Neutered Male,52.0,Yorkshire Terrier Mix,Sable
Euthanasia,Cat,Spayed Female,728.0,Domestic Medium Hair Mix,Torbie
Adoption,Cat,Neutered Male,104.0,Domestic Shorthair Mix,Orange Tabby
Return_to_owner,Dog,Spayed Female,104.0,Chihuahua Shorthair Mix,Tricolor
Euthanasia,Dog,Intact Male,260.0,other,Red
Adoption,Cat,Neutered Male,468.0,other,other
Transfer,Cat,Intact Male,4.5,Domestic Shorthair Mix,Orange Tabby
Adoption,Dog,Spayed Female,9.0,Chihuahua Shorthair Mix,Black/White
Adoption,Dog,Neutered Male,416.0,other,Tan/White
Transfer,Dog,Intact Female,18.0,Pit Bull Mix,Black/White
Adoption,Dog,Spayed Female,52.0,Labrador Retriever Mix,Chocolate
Transfer,Cat,Spayed Female,156.0,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Dog,Spayed Female,52.0,Pit Bull Mix,Black/White
Transfer,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Blue Tabby
Transfer,Cat,Neutered Male,52.0,Domestic Shorthair Mix,Orange Tabby/White
Transfer,Dog,Neutered Male,312.0,Pit Bull Mix,Blue/White
Transfer,Cat,Intact Female,52.0,Domestic Shorthair Mix,Tortie
Adoption,Dog,Neutered Male,52.0,Pit Bull Mix,other
Transfer,Cat,Intact Male,4.0,Domestic Shorthair Mix,Brown Tabby
Transfer,Cat,Spayed Female,52.0,other,Orange Tabby
Transfer,Cat,Intact Male,2.0,Domestic Shorthair Mix,Orange Tabby/White
Return_to_owner,Dog,Neutered Male,572.0,other,other
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black
Transfer,Cat,Spayed Female,36.0,Domestic Shorthair Mix,Brown Tabby/White
Transfer,Cat,Intact Female,31.5,Domestic Medium Hair Mix,Calico
Died,Cat,Intact Male,4.5,Domestic Shorthair Mix,Black/White
Adoption,Dog,Neutered Male,40.5,other,Black
Adoption,Dog,Neutered Male,52.0,Chihuahua Shorthair Mix,Brown/White
Adoption,Cat,Neutered Male,18.0,other,Brown Tabby
Return_to_owner,Dog,Neutered Male,104.0,Pit Bull Mix,Tricolor
Adoption,Dog,Neutered Male,18.0,other,Black
Adoption,Dog,Neutered Male,156.0,Labrador Retriever Mix,Brown
Adoption,Dog,Spayed Female,52.0,other,Black/Tan
Adoption,Dog,Neutered Male,416.0,other,other
Adoption,Dog,Neutered Male,104.0,Miniature Poodle Mix,White
Return_to_owner,Cat,Spayed Female,52.0,Domestic Shorthair Mix,Black
Euthanasia,Dog,Neutered Male,104.0,Pit Bull Mix,Brown/White
Transfer,Dog,Neutered Male,104.0,Dachshund Mix,other
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Black
Died,Cat,Intact Male,4.5,Domestic Shorthair Mix,Black
Adoption,Dog,Spayed Female,9.0,other,White/Tan
Transfer,Dog,Intact Male,52.0,Rat Terrier Mix,other
Adoption,Cat,Neutered Male,9.0,Domestic Shorthair Mix,Brown Tabby
Return_to_owner,Cat,Spayed Female,260.0,Domestic Shorthair Mix,Orange Tabby
Transfer,Cat,Spayed Female,208.0,Domestic Shorthair,Orange Tabby
Adoption,Cat,Neutered Male,22.5,Domestic Shorthair Mix,Black
Transfer,Dog,Neutered Male,52.0,Labrador Retriever Mix,Chocolate
Transfer,Dog,Spayed Female,260.0,Australian Shepherd Mix,other
Adoption,Dog,Spayed Female,31.5,Australian Cattle Dog Mix,Tan
Transfer,Cat,Intact Male,3.0,Domestic Shorthair Mix,other
Transfer,Dog,Neutered Male,52.0,Pit Bull Mix,other
Transfer,Cat,Intact Female,0.5714285714285714,Domestic Shorthair Mix,other
Transfer,Cat,Intact Female,27.0,Domestic Shorthair Mix,Brown Tabby/White
Adoption,Dog,Spayed Female,9.0,Chihuahua Longhair Mix,Tan
Transfer,Dog,Neutered Male,156.0,American Bulldog Mix,White
Transfer,Cat,Neutered Male,208.0,Siamese Mix,Seal Point
Return_to_owner,Dog,Neutered Male,364.0,Chihuahua Shorthair Mix,Black/White
Transfer,Cat,Intact Male,52.0,Domestic Shorthair Mix,Black
Return_to_owner,Dog,Neutered Male,780.0,Chihuahua Shorthair Mix,Tan
Adoption,Cat,Spayed Female,9.0,Domestic Longhair Mix,Blue Tabby
Return_to_owner,Dog,Spayed Female,52.0,other,other
Euthanasia,Dog,Intact Female,4.5,Pit Bull Mix,Tan/White
Return_to_owner,Dog,Neutered Male,104.0,other,Red/White
Euthanasia,Dog,Spayed Female,416.0,Siberian Husky Mix,Cream
Transfer,Dog,Spayed Female,52.0,other,White
Adoption,Dog,Neutered Male,4.5,Labrador Retriever Mix,White
